Y05.1,Y05.2,Y05.3,Y06.1,Y06.2,Y06.3,Y07.1,Y07.2,Y07.3,Y08.1,Y08.2,Y08.3,Plot,Species,Pland,ed,wheight,wpf
1,0,1,1,0,0,0,0,0,0,0,0,AE1K,Common Redpoll,17.949,1089.788,77.5,2.5
0,1,1,1,1,1,0,0,0,NA,NA,NA,AE2K,Common Redpoll,52.21,498.2,162.5,3.25
1,1,1,1,1,1,0,1,0,1,0,0,AE3K,Common Redpoll,27.408,570.683,142.5,3
1,1,1,1,1,1,1,1,1,1,1,0,AE4K,Common Redpoll,58.887,401.606,220,3
1,1,1,1,1,1,1,1,1,1,0,0,AE5K,Common Redpoll,52.546,808.824,160,3.25
0,1,1,1,1,1,1,0,0,0,1,0,GU1K,Common Redpoll,25.626,535.876,85,2.75
1,1,1,1,1,1,0,1,0,1,1,0,KOF1A,Common Redpoll,8.518,524.253,185,5.5
1,0,1,0,0,1,1,1,1,0,1,0,KOF1B,Common Redpoll,11.899,285.373,200,5.5
1,0,1,1,1,1,1,1,1,0,0,0,KOF1C,Common Redpoll,13.038,416.035,210,2.5
0,1,1,1,0,1,1,0,1,1,1,1,KOF1D,Common Redpoll,31.029,393.177,145,0.75
0,0,0,1,0,1,1,1,1,1,1,1,KOF1E,Common Redpoll,7.325,250.904,242.5,1.75
1,1,0,0,1,1,1,1,1,1,1,1,KOF2A,Common Redpoll,44.793,479.363,270,2.5
1,0,0,1,1,1,0,1,0,1,0,1,KOF2B,Common Redpoll,39.771,506.617,247.5,2
1,0,1,1,1,1,1,1,1,0,1,1,KOF2C,Common Redpoll,57.403,965.072,167.5,0.75
1,1,1,1,1,1,0,1,1,0,1,0,KOF2D,Common Redpoll,18.794,785.177,220,5.25
1,0,0,1,1,1,0,NA,1,1,0,0,KOF2E,Common Redpoll,18.393,459.845,217.5,1.5
1,1,0,1,1,1,0,1,1,1,1,0,KOF3A,Common Redpoll,26.362,737.481,157.5,1.75
0,0,1,0,0,1,0,1,1,0,1,0,KOF3B,Common Redpoll,11.747,445.695,265,1.25
1,1,0,0,0,0,0,0,1,1,1,1,S1K,Common Redpoll,28.966,558.24,90,2
1,1,0,1,0,1,0,1,1,0,0,0,S2K,Common Redpoll,43.278,1839.293,90,2.75
0,0,0,1,0,1,0,0,0,1,0,0,ST1K,Common Redpoll,14.87,1114.237,90,3.25
0,0,0,1,0,1,1,0,0,0,0,0,ST2K,Common Redpoll,17.723,1156.819,90,3.25
0,0,0,1,0,0,0,1,1,1,0,0,ST3K,Common Redpoll,6.008,600.002,102.5,3
1,1,0,0,0,1,1,0,1,1,0,0,ST4K,Common Redpoll,28.386,722.812,97.5,3
1,1,1,1,1,1,0,0,1,0,0,0,VJF1A,Common Redpoll,8.172,263.329,180,0.25
1,1,1,1,1,1,0,1,1,0,0,1,VJF1B,Common Redpoll,27.316,824.456,175,2.5
1,1,1,1,1,1,1,1,1,1,1,1,VJF1C,Common Redpoll,18.116,748.703,117.5,2
0,1,1,0,0,1,0,1,1,0,0,0,VJF1D,Common Redpoll,12.183,395.582,122.5,3
1,1,1,0,1,1,1,1,1,0,0,0,VJF2A,Common Redpoll,12.279,286.575,220,2
1,1,1,1,1,1,1,1,1,0,0,0,VJF2B,Common Redpoll,36.353,1290.779,135,1.75
1,1,1,0,1,1,1,1,1,1,0,0,VJF2C,Common Redpoll,39.704,778.363,185,1
1,1,1,1,1,1,1,1,1,0,1,1,VJF2D,Common Redpoll,46.187,1114.237,180,2.5
1,1,0,1,1,1,1,1,1,1,0,1,VJF2E,Common Redpoll,39.721,998.806,180,3.5
0,1,1,0,1,1,1,1,0,0,0,1,VJF3A,Common Redpoll,5.413,358.237,125,1
0,1,1,1,1,1,1,1,1,0,0,1,VJF3B,Common Redpoll,23.982,488.18,112.5,1.75
1,1,1,1,1,1,1,1,1,0,1,1,VJF3C,Common Redpoll,38.287,437.278,167.5,4.25
1,1,1,1,1,1,1,1,1,0,1,1,VJF3D,Common Redpoll,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,1,0,0,AE1K,Bluethrout,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Bluethrout,52.21,498.2,162.5,3.25
1,0,1,0,1,1,0,0,0,0,0,0,AE3K,Bluethrout,27.408,570.683,142.5,3
0,0,0,0,0,0,0,1,0,1,0,0,AE4K,Bluethrout,58.887,401.606,220,3
0,0,0,1,0,0,1,0,1,0,1,1,AE5K,Bluethrout,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,1,1,1,GU1K,Bluethrout,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Bluethrout,8.518,524.253,185,5.5
1,0,0,1,0,0,0,0,1,0,1,0,KOF1B,Bluethrout,11.899,285.373,200,5.5
0,0,1,1,0,0,0,0,0,0,0,0,KOF1C,Bluethrout,13.038,416.035,210,2.5
0,0,0,0,0,1,0,0,0,1,0,0,KOF1D,Bluethrout,31.029,393.177,145,0.75
0,1,1,0,0,0,0,0,0,1,0,0,KOF1E,Bluethrout,7.325,250.904,242.5,1.75
0,0,0,0,1,0,1,0,1,1,0,1,KOF2A,Bluethrout,44.793,479.363,270,2.5
1,0,0,0,1,0,0,0,1,0,0,1,KOF2B,Bluethrout,39.771,506.617,247.5,2
0,0,0,1,1,1,0,0,0,0,0,1,KOF2C,Bluethrout,57.403,965.072,167.5,0.75
0,0,0,0,0,1,0,0,0,0,0,0,KOF2D,Bluethrout,18.794,785.177,220,5.25
0,0,0,0,0,0,1,NA,1,0,1,0,KOF2E,Bluethrout,18.393,459.845,217.5,1.5
0,0,0,0,0,0,0,1,0,0,0,1,KOF3A,Bluethrout,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,1,0,1,0,KOF3B,Bluethrout,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,1,1,1,0,S1K,Bluethrout,28.966,558.24,90,2
1,1,0,0,0,0,1,1,0,1,0,0,S2K,Bluethrout,43.278,1839.293,90,2.75
1,0,0,0,0,1,0,1,0,0,1,0,ST1K,Bluethrout,14.87,1114.237,90,3.25
0,0,0,1,1,0,0,0,0,0,0,0,ST2K,Bluethrout,17.723,1156.819,90,3.25
0,1,0,0,0,0,0,0,0,0,0,0,ST3K,Bluethrout,6.008,600.002,102.5,3
0,0,0,1,0,1,1,1,1,1,1,0,ST4K,Bluethrout,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,1,0,VJF1A,Bluethrout,8.172,263.329,180,0.25
1,0,0,0,0,0,0,1,1,0,0,0,VJF1B,Bluethrout,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Bluethrout,18.116,748.703,117.5,2
1,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Bluethrout,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Bluethrout,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Bluethrout,36.353,1290.779,135,1.75
0,0,0,0,0,1,0,0,0,1,0,1,VJF2C,Bluethrout,39.704,778.363,185,1
0,0,0,0,0,0,1,1,1,0,0,0,VJF2D,Bluethrout,46.187,1114.237,180,2.5
0,0,0,0,0,0,1,1,1,0,0,1,VJF2E,Bluethrout,39.721,998.806,180,3.5
1,0,1,0,1,1,0,0,0,0,0,0,VJF3A,Bluethrout,5.413,358.237,125,1
0,0,0,0,0,1,0,0,0,0,0,0,VJF3B,Bluethrout,23.982,488.18,112.5,1.75
0,0,0,0,0,0,1,1,0,0,0,0,VJF3C,Bluethrout,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,1,1,VJF3D,Bluethrout,30.439,352.307,110,1
0,1,1,0,0,0,0,0,0,0,0,0,AE1K,Long-tailed Skua,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Long-tailed Skua,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,1,0,0,0,AE3K,Long-tailed Skua,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Long-tailed Skua,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Long-tailed Skua,52.546,808.824,160,3.25
0,0,0,0,0,0,1,0,0,0,0,0,GU1K,Long-tailed Skua,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Long-tailed Skua,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Long-tailed Skua,11.899,285.373,200,5.5
0,0,0,0,0,1,0,0,0,0,0,0,KOF1C,Long-tailed Skua,13.038,416.035,210,2.5
0,0,0,0,0,0,0,1,0,0,0,0,KOF1D,Long-tailed Skua,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Long-tailed Skua,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,1,0,0,0,0,KOF2A,Long-tailed Skua,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF2B,Long-tailed Skua,39.771,506.617,247.5,2
0,0,0,0,0,0,0,1,0,0,0,0,KOF2C,Long-tailed Skua,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Long-tailed Skua,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Long-tailed Skua,18.393,459.845,217.5,1.5
0,0,0,0,0,0,0,1,1,0,0,0,KOF3A,Long-tailed Skua,26.362,737.481,157.5,1.75
0,0,0,0,1,0,0,1,0,0,0,0,KOF3B,Long-tailed Skua,11.747,445.695,265,1.25
0,0,0,1,0,0,0,0,0,0,0,0,S1K,Long-tailed Skua,28.966,558.24,90,2
0,0,0,0,0,0,0,1,0,0,0,0,S2K,Long-tailed Skua,43.278,1839.293,90,2.75
0,0,0,0,0,1,0,0,0,0,1,0,ST1K,Long-tailed Skua,14.87,1114.237,90,3.25
1,1,1,0,0,0,0,0,0,0,0,0,ST2K,Long-tailed Skua,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Long-tailed Skua,6.008,600.002,102.5,3
0,0,0,0,0,0,1,0,0,0,0,0,ST4K,Long-tailed Skua,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Long-tailed Skua,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Long-tailed Skua,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Long-tailed Skua,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Long-tailed Skua,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Long-tailed Skua,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Long-tailed Skua,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Long-tailed Skua,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Long-tailed Skua,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Long-tailed Skua,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Long-tailed Skua,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Long-tailed Skua,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Long-tailed Skua,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Long-tailed Skua,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Rough-legged Buzzard,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Rough-legged Buzzard,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Rough-legged Buzzard,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Rough-legged Buzzard,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Rough-legged Buzzard,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Rough-legged Buzzard,25.626,535.876,85,2.75
0,0,0,0,0,0,1,0,0,0,0,0,KOF1A,Rough-legged Buzzard,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Rough-legged Buzzard,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Rough-legged Buzzard,13.038,416.035,210,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1D,Rough-legged Buzzard,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Rough-legged Buzzard,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2A,Rough-legged Buzzard,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF2B,Rough-legged Buzzard,39.771,506.617,247.5,2
0,0,0,0,0,0,0,0,0,0,0,0,KOF2C,Rough-legged Buzzard,57.403,965.072,167.5,0.75
1,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Rough-legged Buzzard,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Rough-legged Buzzard,18.393,459.845,217.5,1.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF3A,Rough-legged Buzzard,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF3B,Rough-legged Buzzard,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Rough-legged Buzzard,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,0,S2K,Rough-legged Buzzard,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Rough-legged Buzzard,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST2K,Rough-legged Buzzard,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Rough-legged Buzzard,6.008,600.002,102.5,3
0,0,0,0,0,0,0,0,0,0,0,0,ST4K,Rough-legged Buzzard,28.386,722.812,97.5,3
0,0,0,1,0,0,1,1,1,1,1,1,VJF1A,Rough-legged Buzzard,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Rough-legged Buzzard,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Rough-legged Buzzard,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Rough-legged Buzzard,12.183,395.582,122.5,3
0,0,0,1,0,0,0,0,0,0,0,0,VJF2A,Rough-legged Buzzard,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Rough-legged Buzzard,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Rough-legged Buzzard,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Rough-legged Buzzard,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Rough-legged Buzzard,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Rough-legged Buzzard,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Rough-legged Buzzard,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Rough-legged Buzzard,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Rough-legged Buzzard,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Fieldfare,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Fieldfare,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,1,0,0,0,0,AE3K,Fieldfare,27.408,570.683,142.5,3
1,0,0,0,0,0,1,0,0,1,1,0,AE4K,Fieldfare,58.887,401.606,220,3
0,1,1,1,0,1,0,0,1,1,1,0,AE5K,Fieldfare,52.546,808.824,160,3.25
0,0,0,0,0,0,1,0,0,0,0,0,GU1K,Fieldfare,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Fieldfare,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,1,0,0,1,KOF1B,Fieldfare,11.899,285.373,200,5.5
0,0,0,1,1,1,0,0,0,1,1,0,KOF1C,Fieldfare,13.038,416.035,210,2.5
0,0,0,1,1,0,0,1,0,1,0,1,KOF1D,Fieldfare,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Fieldfare,7.325,250.904,242.5,1.75
0,0,0,0,0,1,0,0,0,1,1,1,KOF2A,Fieldfare,44.793,479.363,270,2.5
0,0,0,0,0,0,1,0,0,0,0,0,KOF2B,Fieldfare,39.771,506.617,247.5,2
0,0,0,0,0,0,0,0,0,1,1,0,KOF2C,Fieldfare,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,1,0,1,KOF2D,Fieldfare,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Fieldfare,18.393,459.845,217.5,1.5
1,0,0,0,1,0,0,0,0,0,1,0,KOF3A,Fieldfare,26.362,737.481,157.5,1.75
1,0,1,0,0,1,0,0,0,1,0,1,KOF3B,Fieldfare,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Fieldfare,28.966,558.24,90,2
0,0,0,0,0,0,0,0,1,0,1,1,S2K,Fieldfare,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Fieldfare,14.87,1114.237,90,3.25
0,0,0,1,1,0,0,0,1,0,0,0,ST2K,Fieldfare,17.723,1156.819,90,3.25
0,0,0,0,1,1,1,1,0,0,1,0,ST3K,Fieldfare,6.008,600.002,102.5,3
0,0,0,1,0,0,0,0,0,0,0,0,ST4K,Fieldfare,28.386,722.812,97.5,3
1,1,1,0,0,0,0,0,0,0,1,0,VJF1A,Fieldfare,8.172,263.329,180,0.25
1,0,1,1,1,1,1,1,1,0,1,1,VJF1B,Fieldfare,27.316,824.456,175,2.5
0,0,0,0,0,1,1,1,1,0,0,0,VJF1C,Fieldfare,18.116,748.703,117.5,2
0,0,0,0,0,0,0,1,1,0,0,1,VJF1D,Fieldfare,12.183,395.582,122.5,3
1,0,1,0,0,0,0,0,0,0,0,0,VJF2A,Fieldfare,12.279,286.575,220,2
1,1,1,0,0,0,0,1,1,0,0,0,VJF2B,Fieldfare,36.353,1290.779,135,1.75
1,1,1,0,0,0,1,1,1,0,0,0,VJF2C,Fieldfare,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Fieldfare,46.187,1114.237,180,2.5
0,1,0,0,0,0,0,0,1,0,0,0,VJF2E,Fieldfare,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Fieldfare,5.413,358.237,125,1
1,1,0,1,1,1,1,1,1,0,0,0,VJF3B,Fieldfare,23.982,488.18,112.5,1.75
0,1,1,0,0,0,1,1,1,0,0,0,VJF3C,Fieldfare,38.287,437.278,167.5,4.25
0,1,0,0,0,0,0,0,0,0,0,0,VJF3D,Fieldfare,30.439,352.307,110,1
0,0,0,1,0,0,0,0,0,0,0,0,AE1K,Eurasian Golden Plower,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Eurasian Golden Plower,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Eurasian Golden Plower,27.408,570.683,142.5,3
0,0,0,0,0,0,0,1,0,0,0,0,AE4K,Eurasian Golden Plower,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Eurasian Golden Plower,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Eurasian Golden Plower,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,1,1,0,1,KOF1A,Eurasian Golden Plower,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Eurasian Golden Plower,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Eurasian Golden Plower,13.038,416.035,210,2.5
0,0,0,0,0,0,1,0,0,0,0,0,KOF1D,Eurasian Golden Plower,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,1,0,0,KOF1E,Eurasian Golden Plower,7.325,250.904,242.5,1.75
0,0,1,0,0,0,0,0,0,0,0,0,KOF2A,Eurasian Golden Plower,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,1,0,KOF2B,Eurasian Golden Plower,39.771,506.617,247.5,2
0,0,0,0,0,0,0,0,0,0,0,0,KOF2C,Eurasian Golden Plower,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Eurasian Golden Plower,18.794,785.177,220,5.25
0,0,0,0,0,0,1,NA,0,0,0,0,KOF2E,Eurasian Golden Plower,18.393,459.845,217.5,1.5
0,0,0,0,0,0,1,0,1,1,1,0,KOF3A,Eurasian Golden Plower,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF3B,Eurasian Golden Plower,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Eurasian Golden Plower,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,0,S2K,Eurasian Golden Plower,43.278,1839.293,90,2.75
1,0,1,1,1,0,0,0,1,1,0,0,ST1K,Eurasian Golden Plower,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,1,ST2K,Eurasian Golden Plower,17.723,1156.819,90,3.25
0,0,0,0,0,1,0,1,0,0,0,1,ST3K,Eurasian Golden Plower,6.008,600.002,102.5,3
1,0,0,1,0,0,0,0,0,0,0,0,ST4K,Eurasian Golden Plower,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Eurasian Golden Plower,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Eurasian Golden Plower,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Eurasian Golden Plower,18.116,748.703,117.5,2
0,1,0,0,0,1,0,0,0,1,1,1,VJF1D,Eurasian Golden Plower,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Eurasian Golden Plower,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Eurasian Golden Plower,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Eurasian Golden Plower,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Eurasian Golden Plower,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,1,0,0,0,VJF2E,Eurasian Golden Plower,39.721,998.806,180,3.5
0,0,0,0,0,0,1,0,1,0,0,1,VJF3A,Eurasian Golden Plower,5.413,358.237,125,1
0,0,0,0,0,0,0,1,0,0,0,0,VJF3B,Eurasian Golden Plower,23.982,488.18,112.5,1.75
1,0,0,0,0,0,0,0,1,1,1,0,VJF3C,Eurasian Golden Plower,38.287,437.278,167.5,4.25
0,0,1,0,1,0,0,0,0,0,0,0,VJF3D,Eurasian Golden Plower,30.439,352.307,110,1
0,0,0,1,1,1,1,0,1,1,0,0,AE1K,Meadow Pipit,17.949,1089.788,77.5,2.5
0,1,0,1,0,1,0,0,1,NA,NA,NA,AE2K,Meadow Pipit,52.21,498.2,162.5,3.25
0,1,1,1,1,1,1,0,0,1,1,0,AE3K,Meadow Pipit,27.408,570.683,142.5,3
1,1,1,1,1,1,1,1,1,1,1,1,AE4K,Meadow Pipit,58.887,401.606,220,3
1,1,1,1,1,1,0,0,1,1,0,0,AE5K,Meadow Pipit,52.546,808.824,160,3.25
1,1,0,1,0,1,0,0,0,0,0,0,GU1K,Meadow Pipit,25.626,535.876,85,2.75
1,0,1,1,1,1,1,1,1,0,0,1,KOF1A,Meadow Pipit,8.518,524.253,185,5.5
0,0,1,0,1,1,1,1,1,1,1,1,KOF1B,Meadow Pipit,11.899,285.373,200,5.5
1,1,1,1,1,0,1,1,1,1,0,1,KOF1C,Meadow Pipit,13.038,416.035,210,2.5
1,0,1,0,1,0,1,1,1,1,1,1,KOF1D,Meadow Pipit,31.029,393.177,145,0.75
0,1,0,1,1,1,1,1,0,1,1,0,KOF1E,Meadow Pipit,7.325,250.904,242.5,1.75
1,0,0,0,0,0,0,0,1,1,1,1,KOF2A,Meadow Pipit,44.793,479.363,270,2.5
0,0,0,1,0,1,0,0,1,1,0,1,KOF2B,Meadow Pipit,39.771,506.617,247.5,2
1,0,1,1,1,1,1,1,1,1,1,1,KOF2C,Meadow Pipit,57.403,965.072,167.5,0.75
1,0,1,1,1,1,1,1,1,1,1,1,KOF2D,Meadow Pipit,18.794,785.177,220,5.25
0,1,1,0,1,1,1,NA,1,1,1,1,KOF2E,Meadow Pipit,18.393,459.845,217.5,1.5
1,0,1,1,1,1,1,1,1,1,1,1,KOF3A,Meadow Pipit,26.362,737.481,157.5,1.75
1,0,1,0,1,1,0,1,1,0,1,1,KOF3B,Meadow Pipit,11.747,445.695,265,1.25
0,1,0,1,0,1,0,0,1,0,1,0,S1K,Meadow Pipit,28.966,558.24,90,2
0,1,0,1,0,1,0,0,0,1,1,1,S2K,Meadow Pipit,43.278,1839.293,90,2.75
0,1,0,1,0,1,1,0,1,1,0,0,ST1K,Meadow Pipit,14.87,1114.237,90,3.25
0,0,0,0,0,1,0,0,0,1,0,0,ST2K,Meadow Pipit,17.723,1156.819,90,3.25
1,1,0,1,0,1,1,0,1,1,0,0,ST3K,Meadow Pipit,6.008,600.002,102.5,3
1,1,0,1,0,1,1,0,1,0,1,0,ST4K,Meadow Pipit,28.386,722.812,97.5,3
0,1,1,1,1,0,0,0,1,0,0,1,VJF1A,Meadow Pipit,8.172,263.329,180,0.25
1,1,1,1,1,1,1,1,1,1,1,1,VJF1B,Meadow Pipit,27.316,824.456,175,2.5
1,1,1,0,1,1,0,1,1,0,1,1,VJF1C,Meadow Pipit,18.116,748.703,117.5,2
0,0,0,0,0,0,0,1,1,0,1,1,VJF1D,Meadow Pipit,12.183,395.582,122.5,3
